employee_id,tasks_completed,avg_task_duration,late_tasks,avg_work_hours,performance_score,late_ratio,productivity_score,department,skill_level,recommended_training
1029,48,4.458333333333333,20,7.541666666666667,80.8125,0.4166666666666667,60.94375,Marketing,Mid,Time Management
1030,40,4.65,16,7.475,79.375,0.4,57.8125,Finance,Mid,Communication Skills
1031,33,5.03030303030303,13,7.757575757575758,80.81818181818181,0.3939393939393939,55.627272727272725,HR,Mid,Communication Skills
1032,42,5.833333333333333,22,7.5476190476190474,76.97619047619048,0.5238095238095238,54.17857142857143,Operations,Mid,Time Management
1033,42,5.642857142857143,24,7.666666666666667,80.11904761904762,0.5714285714285714,53.69285714285714,Operations,Mid,Time Management
1034,29,4.862068965517241,15,7.275862068965517,79.89655172413794,0.5172413793103449,50.05172413793103,Finance,Mid,Time Management
1035,33,4.696969696969697,17,7.818181818181818,78.96969696969697,0.5151515151515151,51.43636363636364,IT,Mid,Time Management
1036,33,4.303030303030303,15,7.393939393939394,78.15151515151516,0.45454545454545453,53.00909090909091,Finance,Mid,Time Management
1037,25,4.16,7,7.76,75.44,0.28,54.232,IT,Mid,Communication Skills
1038,27,6.148148148148148,15,7.7407407407407405,79.37037037037037,0.5555555555555556,47.94444444444444,Marketing,Mid,Time Management
1039,24,5.416666666666667,11,7.458333333333333,84.20833333333333,0.4583333333333333,51.112500000000004,Operations,Mid,Time Management
1040,42,5.142857142857143,20,7.619047619047619,78.5952380952381,0.47619047619047616,56.09285714285715,IT,Mid,Time Management
1041,47,4.76595744680851,17,7.659574468085107,80.46808510638297,0.3617021276595745,62.08936170212766,IT,Mid,Communication Skills
1042,50,3.88,17,7.64,78.68,0.34,63.403999999999996,Marketing,Mid,Communication Skills
1043,36,4.444444444444445,10,7.611111111111111,81.41666666666667,0.2777777777777778,60.491666666666674,Operations,Mid,Communication Skills
1044,34,5.352941176470588,15,7.764705882352941,77.67647058823529,0.4411764705882353,53.66764705882353,IT,Mid,Time Management
1045,41,4.878048780487805,18,7.073170731707317,82.3170731707317,0.43902439024390244,57.92439024390244,Operations,Mid,Time Management
1046,43,5.023255813953488,18,7.627906976744186,80.02325581395348,0.4186046511627907,58.64883720930233,Marketing,Mid,Time Management
1047,29,5.103448275862069,7,7.689655172413793,81.24137931034483,0.2413793103448276,58.731034482758616,HR,Mid,Communication Skills
1048,37,4.108108108108108,11,7.4324324324324325,80.86486486486487,0.2972972972972973,60.14054054054054,Operations,Mid,Communication Skills
1049,43,5.0,18,7.372093023255814,78.53488372093024,0.4186046511627907,58.20232558139536,Finance,Mid,Time Management
1050,28,4.5,12,7.428571428571429,78.89285714285714,0.42857142857142855,52.010714285714286,HR,Mid,Time Management
1051,26,5.384615384615385,16,7.153846153846154,77.6923076923077,0.6153846153846154,45.246153846153845,IT,Mid,Time Management
1052,39,4.487179487179487,15,7.666666666666667,81.66666666666667,0.38461538461538464,58.56153846153846,Marketing,Mid,Communication Skills
1053,50,4.92,25,7.64,80.56,0.5,59.168,HR,Mid,Time Management
1054,47,4.723404255319149,22,7.25531914893617,76.2127659574468,0.46808510638297873,57.621276595744675,Operations,Mid,Time Management
1055,36,4.277777777777778,10,7.361111111111111,82.63888888888889,0.2777777777777778,60.858333333333334,Marketing,Mid,Communication Skills
1056,25,5.0,12,7.36,78.48,0.48,49.144000000000005,Marketing,Mid,Time Management
1057,49,5.020408163265306,26,7.571428571428571,80.63265306122449,0.5306122448979592,57.871428571428574,HR,Mid,Time Management
1058,47,4.914893617021277,21,7.468085106382978,81.19148936170212,0.44680851063829785,59.753191489361704,HR,Mid,Time Management
1059,46,5.304347826086956,25,7.608695652173913,79.1304347826087,0.5434782608695652,55.834782608695654,IT,Mid,Time Management
1060,30,5.533333333333333,14,7.4,80.33333333333333,0.4666666666666667,52.099999999999994,HR,Mid,Time Management
1061,23,4.565217391304348,7,7.391304347826087,82.95652173913044,0.30434782608695654,54.95652173913044,Marketing,Mid,Communication Skills
1062,24,4.833333333333333,10,7.458333333333333,80.5,0.4166666666666667,51.25,Finance,Mid,Time Management
1063,28,5.0,14,7.714285714285714,81.25,0.5,50.575,HR,Mid,Time Management
1064,26,5.846153846153846,13,7.423076923076923,83.07692307692308,0.5,50.323076923076925,HR,Mid,Time Management
1065,45,5.533333333333333,24,7.533333333333333,80.86666666666666,0.5333333333333333,56.26,HR,Mid,Time Management
1066,44,4.704545454545454,15,7.318181818181818,79.04545454545455,0.3409090909090909,61.08636363636364,Finance,Mid,Communication Skills
1067,36,5.138888888888889,16,7.222222222222222,78.38888888888889,0.4444444444444444,54.583333333333336,IT,Mid,Time Management
1068,37,5.378378378378378,19,7.4324324324324325,79.94594594594595,0.5135135135135135,53.37837837837838,Marketing,Mid,Time Management
1069,49,4.8979591836734695,21,7.530612244897959,80.08163265306122,0.42857142857142855,60.76734693877552,HR,Mid,Time Management
1070,45,4.5777777777777775,15,7.5777777777777775,78.97777777777777,0.3333333333333333,61.69333333333333,Operations,Mid,Communication Skills
1071,31,5.709677419354839,15,7.451612903225806,80.51612903225806,0.4838709677419355,52.03870967741935,Finance,Mid,Time Management
1072,49,5.3061224489795915,26,7.387755102040816,82.53061224489795,0.5306122448979592,58.44081632653061,Marketing,Mid,Time Management
1073,38,5.394736842105263,18,7.5,82.89473684210526,0.47368421052631576,55.85789473684211,HR,Mid,Time Management
1074,21,5.333333333333333,15,6.9523809523809526,77.19047619047619,0.7142857142857143,40.128571428571426,Finance,Mid,Time Management
1075,42,5.738095238095238,19,7.523809523809524,81.97619047619048,0.4523809523809524,57.82142857142857,HR,Mid,Time Management
1076,34,5.4411764705882355,15,7.470588235294118,83.20588235294117,0.4411764705882353,55.326470588235296,IT,Mid,Time Management
1077,23,4.782608695652174,7,7.260869565217392,77.95652173913044,0.30434782608695654,53.45652173913044,Finance,Mid,Communication Skills
1078,21,5.571428571428571,13,7.190476190476191,79.38095238095238,0.6190476190476191,43.64285714285714,HR,Mid,Time Management
1079,30,5.2,14,7.266666666666667,79.43333333333334,0.4666666666666667,51.83,HR,Mid,Time Management
1080,37,3.7837837837837838,9,7.54054054054054,76.37837837837837,0.24324324324324326,60.41621621621621,Operations,Mid,Communication Skills
1081,34,4.764705882352941,13,7.588235294117647,77.20588235294117,0.38235294117647056,55.29117647058824,HR,Mid,Communication Skills
1082,35,4.885714285714286,14,7.542857142857143,78.88571428571429,0.4,55.66571428571429,Operations,Mid,Communication Skills
1083,34,4.470588235294118,14,7.617647058823529,79.08823529411765,0.4117647058823529,54.97352941176471,HR,Mid,Time Management
1084,33,4.757575757575758,14,7.545454545454546,80.18181818181819,0.42424242424242425,54.527272727272724,IT,Mid,Time Management
1085,36,5.333333333333333,13,7.416666666666667,79.94444444444444,0.3611111111111111,57.55,HR,Mid,Communication Skills
1086,20,6.4,12,7.5,77.2,0.6,43.16,HR,Mid,Time Management
1087,47,5.276595744680851,22,7.531914893617022,80.14893617021276,0.46808510638297873,58.80212765957447,Operations,Mid,Time Management
1088,20,4.95,8,7.45,81.5,0.4,50.45,IT,Mid,Communication Skills
1089,36,4.194444444444445,14,7.527777777777778,81.61111111111111,0.3888888888888889,57.21666666666667,IT,Mid,Communication Skills
1090,50,4.78,17,7.28,80.06,0.34,63.818,Marketing,Mid,Communication Skills
1091,26,5.538461538461538,13,7.461538461538462,83.26923076923077,0.5,50.38076923076923,Finance,Mid,Time Management
1092,43,4.604651162790698,19,7.488372093023256,79.06976744186046,0.4418604651162791,57.66511627906977,IT,Mid,Time Management
1093,34,5.0,12,7.411764705882353,81.0,0.35294117647058826,57.311764705882354,Marketing,Mid,Communication Skills
1094,29,4.689655172413793,13,7.655172413793103,77.6896551724138,0.4482758620689655,51.45862068965518,Marketing,Mid,Time Management
1095,32,5.375,14,7.46875,76.4375,0.4375,52.60625,Marketing,Mid,Time Management
1096,43,5.069767441860465,20,7.232558139534884,78.46511627906976,0.46511627906976744,56.786046511627916,Finance,Mid,Time Management
1097,28,4.535714285714286,8,7.321428571428571,78.10714285714286,0.2857142857142857,56.06071428571429,Marketing,Mid,Communication Skills
1098,24,4.375,7,7.041666666666667,78.70833333333333,0.2916666666666667,54.46249999999999,Finance,Mid,Communication Skills
1099,38,5.368421052631579,22,7.2894736842105265,81.86842105263158,0.5789473684210527,52.39210526315789,IT,Mid,Time Management
1100,49,4.938775510204081,25,7.285714285714286,83.55102040816327,0.5102040816326531,59.35918367346939,HR,Mid,Time Management
1101,36,4.75,12,7.638888888888889,79.58333333333333,0.3333333333333333,58.275000000000006,Marketing,Mid,Communication Skills
1102,49,4.877551020408164,25,7.387755102040816,81.0,0.5102040816326531,58.59387755102041,IT,Mid,Time Management
1103,27,5.666666666666667,14,7.592592592592593,81.25925925925925,0.5185185185185185,49.62222222222222,Marketing,Mid,Time Management
1104,24,3.8333333333333335,9,7.875,78.83333333333333,0.375,52.0,Marketing,Mid,Communication Skills
1105,45,5.177777777777778,19,7.711111111111111,80.5111111111111,0.4222222222222222,59.486666666666665,IT,Mid,Time Management
1106,35,5.171428571428572,11,7.257142857142857,82.45714285714286,0.3142857142857143,59.308571428571426,Operations,Mid,Communication Skills
1107,38,5.2631578947368425,19,7.342105263157895,78.47368421052632,0.5,53.742105263157896,HR,Mid,Time Management
1108,30,5.266666666666667,11,7.3,82.23333333333333,0.36666666666666664,55.67,Finance,Mid,Communication Skills
1109,27,5.518518518518518,14,7.777777777777778,82.33333333333333,0.5185185185185185,49.94444444444444,Finance,Mid,Time Management
1110,23,5.304347826086956,10,7.173913043478261,81.91304347826087,0.43478260869565216,50.7304347826087,Marketing,Mid,Time Management
1111,34,4.382352941176471,13,7.294117647058823,81.94117647058823,0.38235294117647056,56.71176470588236,Finance,Mid,Communication Skills
1112,26,4.769230769230769,11,7.461538461538462,83.5,0.4230769230769231,52.75769230769231,Finance,Mid,Time Management
1113,27,4.851851851851852,12,7.703703703703703,80.70370370370371,0.4444444444444444,51.67777777777778,IT,Mid,Time Management
1114,35,5.142857142857143,16,7.514285714285714,78.42857142857143,0.45714285714285713,53.81428571428572,Finance,Mid,Time Management
1115,23,4.434782608695652,8,7.304347826086956,82.43478260869566,0.34782608695652173,53.495652173913044,Marketing,Mid,Communication Skills
1116,27,5.814814814814815,13,7.851851851851852,75.5925925925926,0.48148148148148145,49.03333333333333,Operations,Mid,Time Management
1117,33,4.848484848484849,15,7.515151515151516,80.96969696969697,0.45454545454545453,53.85454545454545,HR,Mid,Time Management
1118,30,5.433333333333334,15,7.6,78.43333333333334,0.5,50.53,IT,Mid,Time Management
1119,48,4.916666666666667,19,7.458333333333333,82.20833333333333,0.3958333333333333,61.9875,HR,Mid,Communication Skills
1120,39,5.230769230769231,18,7.794871794871795,78.8974358974359,0.46153846153846156,55.42307692307692,Operations,Mid,Time Management
1121,25,5.76,15,6.84,82.32,0.6,46.696,IT,Mid,Time Management
1122,43,4.674418604651163,18,7.232558139534884,80.76744186046511,0.4186046511627907,58.872093023255815,Marketing,Mid,Time Management
1123,50,5.04,16,7.72,79.98,0.32,64.394,Finance,Mid,Communication Skills
1124,21,6.095238095238095,11,7.761904761904762,79.61904761904762,0.5238095238095238,46.57142857142857,Marketing,Mid,Time Management
1125,34,4.5,16,7.117647058823529,82.97058823529412,0.47058823529411764,54.37352941176471,Operations,Mid,Time Management
1126,47,4.659574468085107,17,7.468085106382978,77.25531914893617,0.3617021276595745,61.125531914893614,Finance,Mid,Communication Skills
1127,50,4.94,25,7.46,83.26,0.5,59.978,Marketing,Mid,Time Management
1128,37,4.378378378378378,16,7.378378378378378,77.16216216216216,0.43243243243243246,54.975675675675674,IT,Mid,Time Management
1129,43,5.372093023255814,23,7.674418604651163,81.0,0.5348837209302325,55.45348837209302,Finance,Mid,Time Management
1130,28,5.107142857142857,13,7.5,79.67857142857143,0.4642857142857143,51.175,Marketing,Mid,Time Management
1131,36,5.25,19,7.361111111111111,80.94444444444444,0.5277777777777778,52.849999999999994,IT,Mid,Time Management
1132,22,5.090909090909091,11,7.318181818181818,74.04545454545455,0.5,46.013636363636365,Finance,Mid,Time Management
1133,31,4.709677419354839,9,7.580645161290323,81.61290322580645,0.2903225806451613,58.174193548387095,Operations,Mid,Communication Skills
1134,25,5.0,11,7.8,80.76,0.44,51.028000000000006,IT,Mid,Time Management
1135,46,4.8478260869565215,23,7.239130434782608,80.91304347826087,0.5,57.673913043478265,HR,Mid,Time Management
1136,47,5.127659574468085,20,7.468085106382978,80.95744680851064,0.425531914893617,60.32127659574468,Finance,Mid,Time Management
1137,34,4.676470588235294,16,7.4411764705882355,79.02941176470588,0.47058823529411764,53.19117647058823,HR,Mid,Time Management
1138,34,4.352941176470588,10,7.617647058823529,79.6470588235294,0.29411764705882354,58.67058823529412,IT,Mid,Communication Skills
1139,30,4.1,12,7.733333333333333,82.26666666666667,0.4,54.68,Marketing,Mid,Communication Skills
1140,36,4.777777777777778,13,7.527777777777778,80.5,0.3611111111111111,57.71666666666666,Operations,Mid,Communication Skills
1141,26,5.923076923076923,13,7.5,81.46153846153847,0.5,49.83846153846154,Operations,Mid,Time Management
1142,47,4.212765957446808,20,7.361702127659575,78.97872340425532,0.425531914893617,59.727659574468085,Operations,Mid,Time Management
1143,20,4.5,7,7.0,79.0,0.35,51.2,Operations,Mid,Communication Skills
1144,45,5.511111111111111,24,7.488888888888889,82.04444444444445,0.5333333333333333,56.61333333333333,HR,Mid,Time Management
1145,40,4.7,17,7.525,80.75,0.425,57.474999999999994,IT,Mid,Time Management
1146,25,5.6,11,7.56,81.68,0.44,51.304,Operations,Mid,Time Management
1147,25,6.0,14,7.12,80.8,0.56,47.44,Operations,Mid,Time Management
1148,26,4.269230769230769,10,7.1923076923076925,79.03846153846153,0.38461538461538464,52.573076923076925,Finance,Mid,Communication Skills
1149,44,4.4772727272727275,21,7.431818181818182,78.43181818181819,0.4772727272727273,56.81136363636364,Finance,Mid,Time Management
1150,28,5.214285714285714,11,7.25,78.5,0.39285714285714285,52.96428571428572,Marketing,Mid,Communication Skills
1151,41,5.7073170731707314,19,7.414634146341464,79.36585365853658,0.4634146341463415,56.307317073170736,IT,Mid,Time Management
1152,43,5.255813953488372,23,7.604651162790698,79.69767441860465,0.5348837209302325,55.062790697674416,Operations,Mid,Time Management
1153,33,5.212121212121212,15,7.7272727272727275,78.78787878787878,0.45454545454545453,53.199999999999996,IT,Mid,Time Management
1154,24,5.541666666666667,11,8.0,80.75,0.4583333333333333,50.075,Operations,Mid,Time Management
1155,27,5.518518518518518,10,7.296296296296297,78.51851851851852,0.37037037037037035,53.24444444444444,Finance,Mid,Communication Skills
1156,28,4.142857142857143,11,7.464285714285714,79.17857142857143,0.39285714285714285,53.167857142857144,Marketing,Mid,Communication Skills
1157,33,5.333333333333333,14,7.484848484848484,79.75757575757575,0.42424242424242425,54.39999999999999,Operations,Mid,Time Management
1158,36,5.305555555555555,14,7.138888888888889,79.94444444444444,0.3888888888888889,56.71666666666667,Marketing,Mid,Communication Skills
1159,40,5.15,19,7.65,80.525,0.475,55.9075,IT,Mid,Time Management
1160,37,5.324324324324325,15,7.4324324324324325,79.08108108108108,0.40540540540540543,56.362162162162164,HR,Mid,Time Management
1161,24,3.75,5,7.541666666666667,81.70833333333333,0.20833333333333334,57.8625,Operations,Mid,Communication Skills
1162,42,5.285714285714286,19,7.333333333333333,83.88095238095238,0.4523809523809524,58.39285714285714,IT,Mid,Time Management
1163,43,4.72093023255814,19,7.3023255813953485,78.81395348837209,0.4418604651162791,57.58837209302326,HR,Mid,Time Management
1164,46,4.673913043478261,19,7.521739130434782,80.28260869565217,0.41304347826086957,60.09347826086956,Finance,Mid,Time Management
1165,28,4.392857142857143,8,7.142857142857143,79.57142857142857,0.2857142857142857,56.5,IT,Mid,Communication Skills
1166,45,5.044444444444444,19,7.4222222222222225,76.93333333333334,0.4222222222222222,58.41333333333333,HR,Mid,Time Management
1167,45,4.888888888888889,24,7.466666666666667,80.84444444444445,0.5333333333333333,56.25333333333333,IT,Mid,Time Management
1168,47,5.276595744680851,22,7.659574468085107,80.34042553191489,0.46808510638297873,58.8595744680851,IT,Mid,Time Management
1169,22,5.409090909090909,10,7.7272727272727275,83.4090909090909,0.45454545454545453,50.18636363636364,IT,Mid,Time Management
1170,26,5.923076923076923,13,7.538461538461538,78.5,0.5,48.95,HR,Mid,Time Management
1171,34,5.323529411764706,16,7.705882352941177,77.61764705882354,0.47058823529411764,52.76764705882353,Marketing,Mid,Time Management
1172,22,5.863636363636363,13,7.318181818181818,82.31818181818181,0.5909090909090909,45.768181818181816,HR,Mid,Time Management
1173,31,5.451612903225806,17,7.451612903225806,83.29032258064517,0.5483870967741935,50.935483870967744,Marketing,Mid,Time Management
1174,28,4.821428571428571,12,7.642857142857143,80.96428571428571,0.42857142857142855,52.63214285714285,Operations,Mid,Time Management
1175,49,4.877551020408164,22,7.387755102040816,82.22448979591837,0.4489795918367347,60.79795918367347,IT,Mid,Time Management
1176,42,5.309523809523809,24,7.333333333333333,84.16666666666667,0.5714285714285714,54.90714285714286,HR,Mid,Time Management
1177,23,5.521739130434782,12,7.695652173913044,82.04347826086956,0.5217391304347826,48.16086956521739,IT,Mid,Time Management
1178,47,5.148936170212766,23,7.659574468085107,80.40425531914893,0.48936170212765956,58.240425531914894,Marketing,Mid,Time Management
1179,41,4.829268292682927,16,7.585365853658536,81.51219512195122,0.3902439024390244,59.146341463414636,Operations,Mid,Communication Skills
1180,27,5.333333333333333,12,7.518518518518518,78.18518518518519,0.4444444444444444,50.922222222222224,Marketing,Mid,Time Management
1181,44,4.909090909090909,19,7.659090909090909,80.38636363636364,0.4318181818181818,58.76136363636363,HR,Mid,Time Management
1182,27,5.851851851851852,15,7.592592592592593,77.66666666666667,0.5555555555555556,47.43333333333334,HR,Mid,Time Management
1183,29,4.9655172413793105,9,7.793103448275862,80.3103448275862,0.3103448275862069,56.38275862068966,Finance,Mid,Communication Skills
1184,40,5.075,20,7.275,83.0,0.5,55.9,HR,Mid,Time Management
1185,21,4.619047619047619,8,7.571428571428571,81.85714285714286,0.38095238095238093,51.52857142857143,HR,Mid,Communication Skills
1186,43,6.023255813953488,22,7.4186046511627906,79.18604651162791,0.5116279069767442,55.60697674418604,Operations,Mid,Time Management
1187,36,4.694444444444445,14,7.472222222222222,76.36111111111111,0.3888888888888889,55.641666666666666,Operations,Mid,Communication Skills
1188,35,5.6571428571428575,14,7.514285714285714,81.62857142857143,0.4,56.48857142857143,Finance,Mid,Communication Skills
1189,23,5.608695652173913,13,7.434782608695652,81.1304347826087,0.5652173913043478,46.582608695652176,HR,Mid,Time Management
1190,47,4.702127659574468,19,7.48936170212766,84.23404255319149,0.40425531914893614,61.94255319148936,Operations,Mid,Time Management
1191,47,4.9787234042553195,22,7.382978723404255,79.55319148936171,0.46808510638297873,58.623404255319144,IT,Mid,Time Management
1192,47,4.808510638297872,20,7.638297872340425,80.46808510638297,0.425531914893617,60.17446808510638,Operations,Mid,Time Management
1193,47,4.382978723404255,16,7.574468085106383,81.12765957446808,0.3404255319148936,62.92553191489361,Operations,Mid,Communication Skills
1194,47,5.659574468085107,24,7.446808510638298,80.97872340425532,0.5106382978723404,57.774468085106385,IT,Mid,Time Management
1195,33,5.181818181818182,19,7.242424242424242,81.3030303030303,0.5757575757575758,50.31818181818181,Marketing,Mid,Time Management
1196,31,5.419354838709677,13,7.612903225806452,82.06451612903226,0.41935483870967744,54.438709677419354,Operations,Mid,Time Management
1197,29,4.862068965517241,15,7.172413793103448,78.62068965517241,0.5172413793103449,49.668965517241375,Finance,Mid,Time Management
1198,24,5.583333333333333,14,7.416666666666667,82.875,0.5833333333333334,46.962500000000006,Operations,Mid,Time Management
1199,39,5.153846153846154,15,7.615384615384615,78.66666666666667,0.38461538461538464,57.66153846153846,HR,Mid,Communication Skills
1200,42,5.166666666666667,23,7.619047619047619,81.0,0.5476190476190477,54.67142857142857,HR,Mid,Time Management
1201,41,5.2439024390243905,20,7.609756097560975,78.7560975609756,0.4878048780487805,55.392682926829266,Marketing,Mid,Time Management
1202,32,5.4375,12,7.3125,80.6875,0.375,55.75625,Marketing,Mid,Communication Skills
1203,41,4.7560975609756095,19,7.585365853658536,78.1951219512195,0.4634146341463415,55.95609756097561,Finance,Mid,Time Management
1204,46,5.065217391304348,23,7.586956521739131,82.1086956521739,0.5,58.03260869565217,Operations,Mid,Time Management
1205,42,4.857142857142857,16,7.714285714285714,80.69047619047619,0.38095238095238093,59.57857142857143,Marketing,Mid,Communication Skills
1206,26,5.0,12,7.230769230769231,78.6923076923077,0.46153846153846156,50.161538461538456,Finance,Mid,Time Management
1207,25,5.32,11,7.48,76.52,0.44,49.756,Finance,Mid,Time Management
1208,39,4.435897435897436,14,7.512820512820513,81.53846153846153,0.358974358974359,59.292307692307695,HR,Mid,Communication Skills
1209,45,4.333333333333333,18,7.511111111111111,81.42222222222222,0.4,60.42666666666666,Operations,Mid,Communication Skills
1210,48,5.583333333333333,19,7.416666666666667,81.60416666666667,0.3958333333333333,61.806250000000006,HR,Mid,Communication Skills
1211,38,4.815789473684211,12,7.5,78.73684210526316,0.3157894736842105,59.347368421052636,IT,Mid,Communication Skills
1212,33,4.696969696969697,12,7.212121212121212,81.42424242424242,0.36363636363636365,56.71818181818182,Marketing,Mid,Communication Skills
1213,22,5.409090909090909,11,8.136363636363637,80.77272727272727,0.5,48.03181818181818,Operations,Mid,Time Management
1214,22,6.5,12,7.409090909090909,76.18181818181819,0.5454545454545454,45.290909090909096,IT,Mid,Time Management
1215,28,4.821428571428571,15,7.464285714285714,78.67857142857143,0.5357142857142857,48.73214285714286,Finance,Mid,Time Management
1216,24,5.541666666666667,15,7.083333333333333,77.95833333333333,0.625,44.2375,Marketing,Mid,Time Management
1217,41,4.902439024390244,15,7.7317073170731705,81.07317073170732,0.36585365853658536,59.74634146341464,Marketing,Mid,Communication Skills
1218,44,4.840909090909091,17,7.681818181818182,79.0,0.38636363636363635,59.70909090909092,Finance,Mid,Communication Skills
1219,39,5.17948717948718,21,7.589743589743589,80.64102564102564,0.5384615384615384,53.63846153846154,Operations,Mid,Time Management
1220,26,5.576923076923077,13,7.615384615384615,79.38461538461539,0.5,49.215384615384615,Operations,Mid,Time Management
1221,28,5.714285714285714,15,7.178571428571429,78.28571428571429,0.5357142857142857,48.614285714285714,Operations,Mid,Time Management
1222,31,5.32258064516129,15,7.354838709677419,80.45161290322581,0.4838709677419355,52.019354838709674,Marketing,Mid,Time Management
1223,29,5.0344827586206895,13,8.10344827586207,75.37931034482759,0.4482758620689655,50.765517241379314,IT,Mid,Time Management
1224,32,4.40625,13,7.25,79.625,0.40625,54.5,Operations,Mid,Time Management
1225,49,4.346938775510204,18,7.510204081632653,83.6734693877551,0.3673469387755102,63.68163265306123,Marketing,Mid,Communication Skills
1226,31,4.67741935483871,14,7.548387096774194,81.2258064516129,0.45161290322580644,53.21935483870968,Finance,Mid,Time Management
1227,38,4.394736842105263,11,7.684210526315789,82.02631578947368,0.2894736842105263,61.123684210526314,Finance,Mid,Communication Skills
1228,46,5.434782608695652,23,7.565217391304348,78.23913043478261,0.5,56.87173913043479,Finance,Mid,Time Management
1229,25,4.52,11,7.32,80.24,0.44,50.872,Operations,Mid,Time Management
1230,26,5.461538461538462,16,7.961538461538462,84.92307692307692,0.6153846153846154,47.41538461538461,Marketing,Mid,Time Management
1231,26,5.8076923076923075,12,7.730769230769231,80.23076923076923,0.46153846153846156,50.62307692307692,IT,Mid,Time Management
1232,32,4.84375,15,7.28125,77.53125,0.46875,51.996875,Finance,Mid,Time Management
1233,23,6.0,13,7.6521739130434785,74.52173913043478,0.5652173913043478,44.599999999999994,IT,Mid,Time Management
1234,46,5.3478260869565215,25,7.434782608695652,83.23913043478261,0.5434782608695652,57.06739130434782,IT,Mid,Time Management
1235,20,6.0,11,7.25,84.75,0.55,46.925,Marketing,Mid,Time Management
1236,30,5.5,17,7.1,80.06666666666666,0.5666666666666667,49.019999999999996,Marketing,Mid,Time Management
1237,41,4.878048780487805,17,7.926829268292683,80.02439024390245,0.4146341463414634,57.96829268292684,HR,Mid,Time Management
1238,49,5.428571428571429,21,7.755102040816326,79.65306122448979,0.42857142857142855,60.638775510204084,IT,Mid,Time Management
1239,49,5.224489795918367,23,7.591836734693878,80.06122448979592,0.46938775510204084,59.53673469387755,HR,Mid,Time Management
1240,47,5.425531914893617,18,7.595744680851064,79.17021276595744,0.3829787234042553,61.06170212765957,Finance,Mid,Communication Skills
