employee_id,tasks_completed,avg_task_duration,late_tasks,avg_work_hours,performance_score,late_ratio,productivity_score
1202,38,5.2894736842105265,20,7.2894736842105265,82.21052631578948,0.5263157894736842,54.073684210526324
1203,29,5.0,16,7.310344827586207,78.96551724137932,0.5517241379310345,48.73793103448276
1204,28,5.464285714285714,10,7.464285714285714,82.67857142857143,0.35714285714285715,55.28928571428571
1205,24,5.5,10,7.375,78.5,0.4166666666666667,50.65
1206,47,5.042553191489362,22,7.574468085106383,79.27659574468085,0.46808510638297873,58.54042553191489
1207,48,4.708333333333333,22,7.416666666666667,81.27083333333333,0.4583333333333333,59.83125
1208,39,4.205128205128205,16,7.769230769230769,82.41025641025641,0.41025641025641024,58.01538461538462
1209,20,5.75,10,7.7,78.15,0.5,46.445
1210,28,5.178571428571429,15,7.285714285714286,79.82142857142857,0.5357142857142857,49.075
1211,32,5.46875,17,7.65625,84.375,0.53125,52.175
1212,21,4.428571428571429,6,7.190476190476191,79.95238095238095,0.2857142857142857,53.81428571428572
1213,47,5.0,17,7.446808510638298,82.42553191489361,0.3617021276595745,62.67659574468085
1214,32,5.3125,16,7.34375,80.96875,0.5,52.090625
1215,33,4.787878787878788,16,7.393939393939394,82.3030303030303,0.48484848484848486,53.345454545454544
1216,49,5.020408163265306,23,7.285714285714286,79.59183673469387,0.46938775510204084,59.39591836734694
1217,48,4.708333333333333,20,7.604166666666667,80.33333333333333,0.4166666666666667,60.8
1218,39,5.538461538461538,18,7.615384615384615,80.58974358974359,0.46153846153846156,55.93076923076923
1219,36,4.777777777777778,20,7.5,78.44444444444444,0.5555555555555556,51.266666666666666
1220,48,5.0,22,7.4375,79.66666666666667,0.4583333333333333,59.35000000000001
1221,28,5.0,11,7.642857142857143,78.17857142857143,0.39285714285714285,52.86785714285715
1222,21,4.142857142857143,6,7.333333333333333,79.14285714285714,0.2857142857142857,53.57142857142857
1223,41,4.853658536585366,15,7.780487804878049,78.46341463414635,0.36585365853658536,58.96341463414634
1224,38,4.657894736842105,11,7.342105263157895,78.15789473684211,0.2894736842105263,59.96315789473684
1225,28,4.5,11,7.464285714285714,73.71428571428571,0.39285714285714285,51.528571428571425
1226,41,5.097560975609756,25,7.560975609756097,78.70731707317073,0.6097560975609756,51.71951219512195
1227,50,4.92,22,7.34,80.68,0.44,61.004
1228,47,5.0,20,7.574468085106383,79.8936170212766,0.425531914893617,60.00212765957447
1229,44,5.681818181818182,22,7.204545454545454,80.8409090909091,0.5,56.852272727272734
1230,27,4.925925925925926,12,7.703703703703703,82.44444444444444,0.4444444444444444,52.2
1231,24,4.791666666666667,10,7.666666666666667,78.875,0.4166666666666667,50.762499999999996
1232,29,6.0,16,7.655172413793103,78.48275862068965,0.5517241379310345,48.59310344827587
1233,43,5.186046511627907,23,7.5813953488372094,80.74418604651163,0.5348837209302325,55.37674418604651
1234,36,5.416666666666667,20,7.138888888888889,81.69444444444444,0.5555555555555556,52.24166666666667
1235,33,5.484848484848484,17,7.2727272727272725,82.36363636363636,0.5151515151515151,52.45454545454545
1236,27,4.851851851851852,15,7.555555555555555,77.4074074074074,0.5555555555555556,47.355555555555554
1237,22,4.545454545454546,6,7.2727272727272725,81.45454545454545,0.2727272727272727,55.054545454545455
1238,32,4.96875,17,7.5,78.03125,0.53125,50.271875
1239,46,5.0,23,7.673913043478261,82.47826086956522,0.5,58.14347826086957
1240,29,4.896551724137931,14,7.344827586206897,80.58620689655173,0.4827586206896552,51.29310344827586
1241,24,5.541666666666667,9,7.708333333333333,79.33333333333333,0.375,52.15
1242,42,5.333333333333333,24,7.357142857142857,79.9047619047619,0.5714285714285714,53.628571428571426
1243,37,4.54054054054054,17,7.324324324324325,81.0,0.4594594594594595,55.31621621621622
1244,46,4.695652173913044,21,7.434782608695652,81.80434782608695,0.45652173913043476,59.245652173913044
1245,26,4.730769230769231,12,7.384615384615385,81.61538461538461,0.46153846153846156,51.03846153846153
1246,23,5.043478260869565,10,7.217391304347826,80.6086956521739,0.43478260869565216,50.33913043478261
1247,30,5.633333333333334,12,7.533333333333333,84.16666666666667,0.4,55.25
1248,22,5.136363636363637,11,7.318181818181818,81.5,0.5,48.25
1249,35,5.514285714285714,16,7.857142857142857,80.71428571428571,0.45714285714285713,54.5
1250,26,4.846153846153846,11,7.423076923076923,81.57692307692308,0.4230769230769231,52.18076923076923
1251,20,4.35,7,7.75,82.15,0.35,52.144999999999996
1252,22,5.454545454545454,14,8.181818181818182,76.0,0.6363636363636364,42.509090909090915
1253,38,4.421052631578948,15,7.394736842105263,78.94736842105263,0.39473684210526316,57.04210526315789
1254,49,5.163265306122449,23,7.326530612244898,79.75510204081633,0.46938775510204084,59.44489795918367
1255,37,4.8108108108108105,15,7.324324324324325,78.70270270270271,0.40540540540540543,56.24864864864865
1256,30,4.033333333333333,13,7.666666666666667,81.96666666666667,0.43333333333333335,53.59
1257,33,4.9393939393939394,17,7.454545454545454,80.15151515151516,0.5151515151515151,51.790909090909096
1258,34,4.647058823529412,14,7.352941176470588,76.29411764705883,0.4117647058823529,54.135294117647064
1259,32,5.4375,13,8.0625,78.625,0.40625,54.2
1260,39,5.384615384615385,21,7.564102564102564,80.02564102564102,0.5384615384615384,53.45384615384616
1261,37,4.621621621621622,15,7.027027027027027,84.1891891891892,0.40540540540540543,57.894594594594594
1262,25,5.0,9,7.24,81.44,0.36,53.632
1263,47,5.574468085106383,25,7.468085106382978,81.7872340425532,0.5319148936170213,57.37872340425531
1264,32,3.71875,10,7.6875,80.09375,0.3125,57.453125
1265,48,4.625,20,7.125,81.08333333333333,0.4166666666666667,61.025000000000006
1266,46,5.804347826086956,24,7.6521739130434785,81.34782608695652,0.5217391304347826,57.15217391304348
1267,23,5.260869565217392,9,7.739130434782608,82.30434782608695,0.391304347826087,52.152173913043484
1268,43,4.790697674418604,18,7.27906976744186,79.83720930232558,0.4186046511627907,58.593023255813954
1269,41,5.121951219512195,20,7.195121951219512,79.92682926829268,0.4878048780487805,55.743902439024396
1270,43,5.093023255813954,20,7.372093023255814,79.65116279069767,0.46511627906976744,57.14186046511628
1271,27,3.259259259259259,5,7.592592592592593,78.11111111111111,0.18518518518518517,58.67777777777778
1272,39,5.410256410256411,17,7.666666666666667,80.61538461538461,0.4358974358974359,56.70769230769231
1273,47,5.212765957446808,26,7.659574468085107,78.87234042553192,0.5531914893617021,55.86595744680851
1274,37,5.27027027027027,15,7.756756756756757,80.27027027027027,0.40540540540540543,56.71891891891892
1275,43,5.348837209302325,23,7.651162790697675,79.48837209302326,0.5348837209302325,55.0
1276,31,5.387096774193548,16,7.387096774193548,79.09677419354838,0.5161290322580645,50.64516129032258
1277,33,5.363636363636363,19,7.333333333333333,80.39393939393939,0.5757575757575758,50.04545454545455
1278,24,6.125,14,7.5,83.20833333333333,0.5833333333333334,47.0625
1279,48,5.4375,22,7.604166666666667,81.60416666666667,0.4583333333333333,59.931250000000006
1280,24,5.583333333333333,12,7.291666666666667,80.625,0.5,48.7875
1281,23,5.608695652173913,10,7.869565217391305,86.82608695652173,0.43478260869565216,52.20434782608696
1282,33,4.121212121212121,17,7.636363636363637,80.36363636363636,0.5151515151515151,51.85454545454546
1283,49,4.877551020408164,21,7.469387755102041,79.44897959183673,0.42857142857142855,60.577551020408166
1284,22,5.318181818181818,9,7.318181818181818,81.81818181818181,0.4090909090909091,51.07272727272727
1285,35,5.0285714285714285,19,7.685714285714286,79.54285714285714,0.5428571428571428,51.57714285714286
1286,27,4.555555555555555,11,7.592592592592593,77.07407407407408,0.4074074074074074,51.7
1287,47,4.51063829787234,20,7.659574468085107,80.8936170212766,0.425531914893617,60.30212765957447
1288,40,5.875,18,7.325,80.625,0.45,56.6875
1289,31,5.548387096774194,17,7.67741935483871,77.93548387096774,0.5483870967741935,49.329032258064515
1290,24,4.625,8,7.791666666666667,83.58333333333333,0.3333333333333333,54.675000000000004
1291,29,5.275862068965517,16,7.655172413793103,79.48275862068965,0.5517241379310345,48.893103448275866
1292,27,5.2592592592592595,11,7.851851851851852,82.88888888888889,0.4074074074074074,53.44444444444444
1293,23,5.391304347826087,14,7.608695652173913,80.04347826086956,0.6086956521739131,44.95217391304348
1294,49,4.591836734693878,15,7.612244897959184,80.89795918367346,0.30612244897959184,64.68571428571428
1295,48,4.833333333333333,24,7.479166666666667,79.72916666666667,0.5,58.118750000000006
1296,36,5.527777777777778,17,7.333333333333333,78.38888888888889,0.4722222222222222,53.75
1297,31,4.612903225806452,9,7.645161290322581,83.03225806451613,0.2903225806451613,58.60000000000001
1298,22,4.5,10,7.045454545454546,81.54545454545455,0.45454545454545453,49.627272727272725
1299,23,5.434782608695652,11,7.217391304347826,79.8695652173913,0.4782608695652174,48.813043478260866
1300,48,4.958333333333333,24,7.5625,79.52083333333333,0.5,58.056250000000006
1301,25,4.92,11,7.4,79.72,0.44,50.716
1302,21,4.761904761904762,7,7.523809523809524,82.9047619047619,0.3333333333333333,53.27142857142857
1303,41,5.170731707317073,16,7.365853658536586,78.90243902439025,0.3902439024390244,58.363414634146345
1304,22,4.454545454545454,9,7.136363636363637,78.22727272727273,0.4090909090909091,49.99545454545455
1305,37,3.7027027027027026,12,7.216216216216216,79.78378378378379,0.32432432432432434,59.00540540540541
1306,47,4.574468085106383,24,7.531914893617022,79.97872340425532,0.5106382978723404,57.47446808510638
1307,32,5.09375,15,7.0625,79.375,0.46875,52.55
1308,20,4.6,7,7.4,83.35,0.35,52.504999999999995
1309,39,4.666666666666667,18,7.3076923076923075,80.43589743589743,0.46153846153846156,55.88461538461539
1310,33,5.090909090909091,11,7.242424242424242,78.12121212121212,0.3333333333333333,56.63636363636364
1311,50,5.02,19,7.58,81.62,0.38,63.086
1312,45,4.777777777777778,17,7.533333333333333,81.24444444444444,0.37777777777777777,61.040000000000006
1313,49,5.0,24,7.26530612244898,81.18367346938776,0.4897959183673469,59.26122448979592
1314,25,4.68,7,7.36,81.6,0.28,56.08
